Time(h),Cell volume(nL),Cell counts
0.2,-0.002,9462.328958267706
0.201,-0.00201,10132.082929848864
0.202,-0.00202,10688.256267412282
0.203,-0.00203,11080.526655243184
0.20400000000000001,-0.00204,14951.169638691219
0.20500000000000002,-0.00205,11222.218529432337
0.20600000000000002,-0.00206,10800.481618121863
0.20700000000000002,-0.0020700000000000002,15874.745898092162
0.20800000000000002,-0.0020800000000000003,9001.017118772133
0.209,-0.00209,9389.583365755727
0.21,-0.0021,9507.120040887605
0.211,-0.00211,7979.402763214787
0.212,-0.00212,10778.540122325923
0.213,-0.00213,8023.171296228121
0.214,-0.00214,11683.043554454403
0.215,-0.00215,10530.806879350703
0.216,-0.00216,6354.383181817925
0.217,-0.00217,6084.936745779729
0.218,-0.00218,15882.068406547469
0.219,-0.00219,10388.591788472584
0.22,-0.0022,15350.346875807862
0.221,-0.00221,11434.285611881602
0.222,-0.00222,9876.833106371167
0.223,-0.00223,7760.56976002761
0.224,-0.0022400000000000002,13719.42016668497
0.225,-0.0022500000000000003,12950.831680361242
0.226,-0.0022600000000000003,5896.692765440205
0.227,-0.0022700000000000003,6673.022368896828
0.228,-0.0022800000000000003,6945.216525580674
0.229,-0.00229,14116.97745266557
0.23,-0.0023,11617.826607029574
0.231,-0.00231,4479.808404494165
0.232,-0.00232,13621.103466715336
0.233,-0.00233,9190.63205262433
0.234,-0.00234,13195.267169044779
0.23500000000000001,-0.00235,14010.801623450725
0.23600000000000002,-0.00236,11105.824748220424
0.23700000000000002,-0.00237,11739.242032666694
0.23800000000000002,-0.00238,9780.41122465781
0.23900000000000002,-0.00239,8073.6037982763055
0.24,-0.0024,12058.74675612526
0.241,-0.00241,11139.604614288415
0.242,-0.00242,11511.17370612923
0.243,-0.00243,14851.53937150304
0.244,-0.00244,11729.818728916136
0.245,-0.00245,10959.651678089185
0.246,-0.00246,12105.365542568838
0.247,-0.00247,9430.878487482161
0.248,-0.00248,10408.825970534437
0.249,-0.00249,12963.702726500173
0.25,-0.0025,12679.66986302316
0.251,-0.00251,12613.044350595363
0.252,-0.00252,8449.526843547683
0.253,-0.00253,14828.830092479107
0.254,-0.00254,12973.984389181025
0.255,-0.00255,10333.626016924993
0.256,-0.00256,12316.168366335869
0.257,-0.0025700000000000002,12780.989803559261
0.258,-0.0025800000000000003,6978.146315486469
0.259,-0.0025900000000000003,11517.926269665319
0.26,-0.0026000000000000003,8068.9568378485155
0.261,-0.0026100000000000003,13978.698667812407
0.262,-0.0026200000000000004,13878.969896554052
0.263,-0.00263,6927.193248929151
0.264,-0.00264,11576.063706773017
0.265,-0.00265,8696.300184001402
0.266,-0.00266,14045.226672647814
0.267,-0.00267,12490.097319152148
0.268,-0.00268,10543.760606191297
0.269,-0.00269,10617.650771218117
0.27,-0.0027,10893.178886276017
0.271,-0.00271,11128.217996227157
0.272,-0.00272,10771.827773525452
0.273,-0.0027300000000000002,12312.299331593436
0.274,-0.0027400000000000002,11139.35525527407
0.275,-0.0027500000000000003,13904.813585171692
0.276,-0.0027600000000000003,16232.864772212195
0.277,-0.0027700000000000003,10583.637443267029
0.278,-0.0027800000000000004,5596.204760040859
0.279,-0.0027900000000000004,12154.338625130496
0.28,-0.0028000000000000004,14628.75150513626
0.281,-0.0028100000000000004,11528.684008528926
0.28200000000000003,-0.0028200000000000005,14607.155266042464
0.28300000000000003,-0.0028300000000000005,12673.916915092479
0.28400000000000003,-0.0028400000000000005,8912.376055359056
0.28500000000000003,-0.0028500000000000005,12319.505318119234
0.28600000000000003,-0.0028600000000000006,7752.572795819441
0.28700000000000003,-0.0028700000000000006,14637.356891487423
0.28800000000000003,-0.00288,8309.945312962403
0.289,-0.0028899999999999998,11708.487482452918
0.29,-0.0029,13510.3381015322
0.291,-0.00291,2668.9850751160693
0.292,-0.00292,6064.882883253496
0.293,-0.00293,14277.327514306598
0.294,-0.00294,11678.961485074053
0.295,-0.00295,9071.42822250213
0.296,-0.00296,14888.325958594722
0.297,-0.00297,13947.42754957202
0.298,-0.00298,13899.433166164003
0.299,-0.00299,12540.194057287586
0.3,-0.003,14253.385159195555
0.301,-0.00301,10571.66160725787
0.302,-0.00302,11972.692046444989
0.303,-0.00303,16194.03343429656
0.304,-0.00304,6944.027713801539
0.305,-0.00305,10738.10417227077
0.306,-0.0030600000000000002,12208.802198276488
0.307,-0.00307,14137.494587754532
0.308,-0.00308,7421.079011063331
0.309,-0.00309,6864.00072262075
0.31,-0.0031,9037.417166335292
0.311,-0.00311,13750.16927991167
0.312,-0.00312,14548.077076238735
0.313,-0.00313,14113.606889030923
0.314,-0.00314,18460.407578921633
0.315,-0.00315,14131.236968602265
0.316,-0.00316,6328.67949493342
0.317,-0.00317,9537.672397300174
0.318,-0.00318,10999.711756167068
0.319,-0.00319,1447.8395433176415
0.32,-0.0032,8706.12273653955
0.321,-0.00321,8171.641358346828
0.322,-0.00322,12407.583432162712
0.323,-0.0032300000000000002,9616.987736551762
0.324,-0.0032400000000000003,14821.001794088143
0.325,-0.0032500000000000003,8731.785595167548
0.326,-0.0032600000000000003,8062.976451808198
0.327,-0.0032700000000000003,11805.272263049686
0.328,-0.0032800000000000004,10224.13767584413
0.329,-0.0032900000000000004,15204.70184696767
0.33,-0.0033000000000000004,11359.817196182878
0.331,-0.0033100000000000004,11857.341561134264
0.332,-0.00332,14749.290829628137
0.333,-0.00333,7756.829860407025
0.334,-0.00334,10800.860931443724
0.335,-0.00335,7177.292772541639
0.336,-0.00336,7160.219857695494
0.337,-0.00337,19999.94456485175
0.338,-0.00338,13826.493247990795
0.339,-0.0033900000000000002,14066.429084113452
0.34,-0.0034000000000000002,7828.828532808329
0.341,-0.0034100000000000003,9356.096675693916
0.342,-0.0034200000000000003,16641.88065863563
0.343,-0.0034300000000000003,10982.78460338822
0.34400000000000003,-0.0034400000000000003,10716.504748916108
0.34500000000000003,-0.0034500000000000004,9081.943208572327
0.34600000000000003,-0.0034600000000000004,15599.327179235466
0.34700000000000003,-0.0034700000000000004,12065.245372550728
0.34800000000000003,-0.0034800000000000005,12722.561678548547
0.34900000000000003,-0.0034900000000000005,13853.705734821744
0.35000000000000003,-0.0035000000000000005,12001.390937352906
0.35100000000000003,-0.0035100000000000005,11679.023008275299
0.352,-0.0035199999999999997,10517.507337392432
0.353,-0.0035299999999999997,12916.453694274329
0.354,-0.0035399999999999997,14467.562632348421
0.355,-0.0035499999999999998,12174.290985511576
0.356,-0.00356,7747.010025824913
0.357,-0.00357,12731.15292141434
0.358,-0.00358,11787.59683964985
0.359,-0.00359,9606.860652583042
0.36,-0.0036,9637.14892964576
0.361,-0.00361,16242.235030195896
0.362,-0.00362,11649.033456353012
0.363,-0.00363,9374.541082394602
0.364,-0.00364,14478.3800363428
0.365,-0.00365,11340.550760749182
0.366,-0.00366,6966.509538528869
0.367,-0.00367,10790.84151810461
0.368,-0.00368,10132.35539677696
0.369,-0.00369,10212.063024630923
0.37,-0.0037,12353.27494959478
0.371,-0.00371,17335.457615820585
0.372,-0.00372,17922.14455743018
0.373,-0.0037300000000000002,13370.97992825454
0.374,-0.0037400000000000003,8489.908626387562
0.375,-0.00375,11284.980862093324
0.376,-0.00376,16014.478823128944
0.377,-0.00377,13150.168493939163
0.378,-0.00378,14175.284852394061
0.379,-0.00379,10484.600066933579
0.38,-0.0038,9186.710406207778
0.381,-0.00381,8884.378733420635
0.382,-0.00382,10054.113457327596
0.383,-0.00383,14741.700604189891
0.384,-0.00384,13849.14207458269
0.385,-0.00385,10611.196352520576
0.386,-0.00386,6102.510657288748
0.387,-0.00387,11313.465273151953
0.388,-0.00388,12682.381087959853
0.389,-0.0038900000000000002,8933.283161504916
0.39,-0.0039000000000000003,9061.247835893078
0.391,-0.00391,14255.960232595638
0.392,-0.00392,15861.343515291039
0.393,-0.00393,11798.312876426455
0.394,-0.00394,10480.475562189802
0.395,-0.00395,9939.039707701773
0.396,-0.00396,10676.048469441179
0.397,-0.0039700000000000004,15610.345088187243
0.398,-0.00398,10629.985013298316
0.399,-0.0039900000000000005,11413.440507586958
0.4,-0.004,16152.042098831558
0.401,-0.0040100000000000005,15587.950323228939
0.402,-0.00402,12771.363738172791
0.403,-0.004030000000000001,15495.82325602967
0.404,-0.00404,10327.36473577405
0.405,-0.004050000000000001,11957.651541677811
0.406,-0.00406,16961.251794181775
0.40700000000000003,-0.004070000000000001,13786.693952121663
0.40800000000000003,-0.00408,10228.201669385166
0.40900000000000003,-0.004090000000000001,8999.018091616965
0.41000000000000003,-0.0041,16877.549132443637
0.41100000000000003,-0.004110000000000001,10599.157321361461
0.41200000000000003,-0.00412,11861.761318658802
0.41300000000000003,-0.00413,10687.47158910225
0.41400000000000003,-0.0041400000000000005,11099.451835046346
0.41500000000000004,-0.00415,12792.727498992574
0.41600000000000004,-0.0041600000000000005,12502.396419631426
0.417,-0.00417,8672.353533128344
0.418,-0.00418,14149.194208177525
0.419,-0.00419,14246.638169607302
0.42,-0.0042,8518.958614542433
0.421,-0.00421,12566.943697581735
0.422,-0.00422,12067.192952069234
0.423,-0.00423,11756.2329540963
0.424,-0.00424,10574.867147581495
0.425,-0.00425,8780.52644246432
0.426,-0.00426,13371.918636136834
0.427,-0.00427,12398.289750918597
0.428,-0.00428,8176.942889467242
0.429,-0.00429,9187.457734445476
0.43,-0.0043,11552.238133670258
0.431,-0.0043100000000000005,17526.74860447953
0.432,-0.00432,12755.53570484824
0.433,-0.00433,7110.602200111449
0.434,-0.00434,8788.913491345626
0.435,-0.00435,5175.596103296153
0.436,-0.00436,9737.548024818314
0.437,-0.00437,16575.698401561513
0.438,-0.00438,14269.560626816037
0.439,-0.00439,9922.181023241594
0.44,-0.0044,7899.042136245544
0.441,-0.00441,12183.621000086132
0.442,-0.00442,9329.893904581815
0.443,-0.00443,14819.459466131077
0.444,-0.00444,12521.974974288174
0.445,-0.00445,5480.36583931303
0.446,-0.00446,10263.9739683485
0.447,-0.00447,7983.164221830055
0.448,-0.0044800000000000005,12202.480662787526
0.449,-0.00449,11991.928174209246
0.45,-0.0045000000000000005,9121.364282638768
0.451,-0.00451,8788.304501752718
0.452,-0.004520000000000001,11404.492993851574
0.453,-0.00453,13544.648876407813
0.454,-0.004540000000000001,11729.92348190485
0.455,-0.00455,9891.067439747665
0.456,-0.004560000000000001,13521.551476004484
0.457,-0.00457,12264.825743350002
0.458,-0.00458,11928.440291001194
0.459,-0.00459,17210.84176534743
0.46,-0.0046,12696.920742046015
0.461,-0.00461,10698.516992377816
0.462,-0.00462,9355.651465773964
0.463,-0.0046300000000000004,14672.84751962086
0.464,-0.00464,9272.51209947468
0.465,-0.0046500000000000005,11236.82634681461
0.466,-0.00466,7376.226100375955
0.467,-0.0046700000000000005,6875.984314212858
0.468,-0.00468,12210.715530941783
0.46900000000000003,-0.004690000000000001,11963.573742720111
0.47000000000000003,-0.0047,11312.85477312799
0.47100000000000003,-0.004710000000000001,11999.878960355876
0.47200000000000003,-0.00472,14440.215947809475
0.47300000000000003,-0.004730000000000001,4725.287713975744
0.47400000000000003,-0.00474,13432.09636568565
0.47500000000000003,-0.004750000000000001,9710.238075615742
0.47600000000000003,-0.00476,9313.334009506509
0.47700000000000004,-0.004770000000000001,13519.270704125332
0.47800000000000004,-0.00478,12162.93763983927
0.47900000000000004,-0.004790000000000001,11905.431839541741
0.48,-0.0048,16722.327522784362
0.481,-0.00481,9281.298874991537
0.482,-0.00482,13350.007564265561
0.483,-0.00483,13296.601586302564
0.484,-0.00484,12103.843909644378
0.485,-0.00485,14255.975320172469
0.486,-0.00486,13480.286717116993
0.487,-0.00487,9770.393141066668
0.488,-0.00488,11940.901906711879
0.489,-0.00489,11503.700420292818
0.49,-0.0049,8150.005317352694
0.491,-0.00491,13749.291527849977
0.492,-0.00492,8253.210715784726
0.493,-0.00493,11674.961011292007
0.494,-0.00494,11649.32239947922
0.495,-0.00495,14302.06562484346
0.496,-0.00496,9506.02128857606
0.497,-0.0049700000000000005,3393.7948588511667
0.498,-0.00498,16487.082041381876
0.499,-0.0049900000000000005,12244.815755300293
0.5,-0.005,11357.584737000872
0.501,-0.00501,13001.158249124765
0.502,-0.00502,15756.758384494404
0.503,-0.00503,6488.610873402723
0.504,-0.00504,12264.410920440852
0.505,-0.00505,16196.037443579819
0.506,-0.00506,12012.758817479802
0.507,-0.00507,10447.294947642875
0.508,-0.00508,11027.542031235193
0.509,-0.00509,14405.647801911273
0.51,-0.0051,9690.246147048181
0.511,-0.00511,10996.42140242285
0.512,-0.00512,14323.252657839046
0.513,-0.00513,13411.900105734876
0.514,-0.0051400000000000005,6772.512497440588
0.515,-0.00515,10652.86249891724
0.516,-0.0051600000000000005,4733.960614628636
0.517,-0.00517,15637.225596046332
0.518,-0.005180000000000001,14687.5765568092
0.519,-0.00519,13512.14134672949
0.52,-0.005200000000000001,5442.43962627057
0.521,-0.00521,11852.791667838783
0.522,-0.005220000000000001,9326.236812043137
0.523,-0.00523,12538.072242952654
0.524,-0.005240000000000001,14775.32794430731
0.525,-0.00525,17354.37590884934
0.526,-0.00526,9255.353591355028
0.527,-0.00527,12465.64438562052
0.528,-0.00528,16477.036749165178
0.529,-0.00529,9684.993885392189
0.53,-0.0053,16622.3319006507
0.531,-0.0053100000000000005,14391.475401936254
0.532,-0.00532,10494.848992462757
0.533,-0.0053300000000000005,15801.828608456542
0.534,-0.00534,9512.34397699497
0.535,-0.005350000000000001,9068.716191837648
0.536,-0.00536,8868.560129984146
0.537,-0.005370000000000001,11585.350351661002
0.538,-0.00538,13890.160106299338
0.539,-0.005390000000000001,14588.485748258929
0.54,-0.0054,12353.561146566883
0.541,-0.005410000000000001,6627.616910297406
0.542,-0.00542,10177.709779551036
0.543,-0.005430000000000001,12715.280848523562
0.544,-0.00544,12316.050007138332
0.545,-0.005450000000000001,9256.952277413387
0.546,-0.0054600000000000004,11400.783606640554
0.547,-0.005470000000000001,9646.154374811545
0.548,-0.0054800000000000005,14171.172913132583
0.549,-0.005490000000000001,13341.591860874809
0.55,-0.0055000000000000005,9431.242403439039
0.551,-0.00551,8092.8843218644515
0.552,-0.005520000000000001,11311.625791584636
0.553,-0.00553,8146.074213627866
0.554,-0.005540000000000001,13801.746993412342
0.555,-0.00555,8648.895561335934
0.556,-0.005560000000000001,11134.28897739147
0.557,-0.00557,8049.604648977168
0.558,-0.005580000000000001,9798.714833809625
0.559,-0.00559,12359.078441922546
0.56,-0.005600000000000001,19356.59841741853
0.561,-0.00561,12283.904808858848
0.562,-0.005620000000000001,11976.335904988004
0.5630000000000001,-0.0056300000000000005,10802.139435191844
0.5640000000000001,-0.005640000000000001,9122.299692905874
0.5650000000000001,-0.0056500000000000005,9645.815399270436
0.5660000000000001,-0.005660000000000001,16206.04520701091
0.5670000000000001,-0.0056700000000000006,10314.034312623975
0.5680000000000001,-0.005680000000000001,17946.11057903217
0.5690000000000001,-0.005690000000000001,13614.573739859314
0.5700000000000001,-0.005700000000000001,11659.788785653993
0.5710000000000001,-0.005710000000000001,2794.29411414339
0.5720000000000001,-0.005720000000000001,5749.859249388809
0.5730000000000001,-0.005730000000000001,17673.144244153234
0.5740000000000001,-0.005740000000000001,8085.590722815553
0.5750000000000001,-0.005750000000000001,9666.47447895824
0.5760000000000001,-0.00576,10636.26292109091
0.577,-0.00577,10536.375050262952
0.578,-0.0057799999999999995,9970.193184626203
0.579,-0.00579,9691.92492417548
0.58,-0.0058,3751.0972722850083
0.581,-0.00581,14752.48731296552
0.582,-0.00582,8532.820269141735
0.583,-0.00583,9004.081487047006
0.584,-0.00584,11567.628880307097
0.585,-0.00585,6769.001426891258
0.586,-0.00586,9263.039294385551
0.587,-0.00587,14142.494119825738
0.588,-0.00588,11653.610308343446
0.589,-0.005889999999999999,10298.516706392737
0.59,-0.0059,13031.727801122996
0.591,-0.0059099999999999995,10342.965719819751
0.592,-0.00592,13274.493248577613
0.593,-0.0059299999999999995,10335.834151492854
0.594,-0.00594,7379.3092837227105
0.595,-0.0059499999999999996,10166.732905285675
0.596,-0.00596,15646.05339999288
0.597,-0.00597,11464.457532190501
0.598,-0.00598,11216.306320846506
0.599,-0.00599,11148.4719183773
0.6,-0.006,16403.82595526512
0.601,-0.00601,12605.125781775143
0.602,-0.00602,14600.074296468556
0.603,-0.00603,13852.302284200876
0.604,-0.00604,10671.417371289399
0.605,-0.00605,9680.416204356989
0.606,-0.00606,8972.06763731896
0.607,-0.00607,7557.12335315222
0.608,-0.00608,10928.121255100205
0.609,-0.00609,13159.96329078743
0.61,-0.0061,11528.221939938709
0.611,-0.00611,9342.597369283265
0.612,-0.0061200000000000004,13290.952388744256
0.613,-0.00613,13120.925690327482
0.614,-0.00614,11101.089810925449
0.615,-0.00615,10057.417219663113
0.616,-0.00616,12795.670702034744
0.617,-0.00617,10070.730847725401
0.618,-0.00618,9869.12114211416
0.619,-0.00619,10668.672235677259
0.62,-0.0062,18297.08414016933
0.621,-0.00621,7959.934023418909
0.622,-0.00622,16205.792009909672
0.623,-0.00623,11470.402381786218
0.624,-0.00624,12082.37556347668
0.625,-0.00625,10802.33176323674
0.626,-0.00626,12681.563328043501
0.627,-0.00627,10055.869885905095
0.628,-0.00628,12738.711921363638
0.629,-0.0062900000000000005,10457.808675324737
0.63,-0.0063,13479.323704612632
0.631,-0.0063100000000000005,10453.14441209105
0.632,-0.00632,13597.933330668297
0.633,-0.0063300000000000006,12922.32930974587
0.634,-0.00634,16229.20204916674
0.635,-0.006350000000000001,17377.86129278293
0.636,-0.00636,8530.022682854722
0.637,-0.006370000000000001,12604.297672832263
0.638,-0.00638,9219.245251428327
0.639,-0.00639,6218.30506351259
0.64,-0.0064,13430.418857122138
0.641,-0.00641,12614.176625291382
0.642,-0.00642,13440.518571276203
0.643,-0.00643,9958.698333136525
0.644,-0.00644,10196.67488038493
0.645,-0.00645,9799.963112347823
0.646,-0.0064600000000000005,12341.434347757626
0.647,-0.00647,13973.482423344212
0.648,-0.0064800000000000005,9778.830054808024
0.649,-0.00649,8820.67666758309
0.65,-0.006500000000000001,16151.753442650823
0.651,-0.00651,6942.260061009457
0.652,-0.006520000000000001,11282.234607545168
0.653,-0.00653,16186.966323288501
0.654,-0.006540000000000001,13198.195717941306
0.655,-0.00655,9735.182300644132
0.656,-0.006560000000000001,7993.555289808533
0.657,-0.00657,10525.699399417308
0.658,-0.006580000000000001,9848.709312080791
0.659,-0.00659,12270.53543333721
0.66,-0.006600000000000001,10740.314089499176
0.661,-0.00661,5811.056244650404
0.662,-0.006620000000000001,8243.284019937502
0.663,-0.0066300000000000005,14799.155545758555
0.664,-0.00664,8801.521671569273
0.665,-0.0066500000000000005,6437.6453544543165
0.666,-0.00666,12099.354113892052
0.667,-0.006670000000000001,10537.117743449578
0.668,-0.00668,10123.11518740584
0.669,-0.006690000000000001,10806.778238689463
0.67,-0.0067,15498.05316928956
0.671,-0.006710000000000001,15886.363292090093
0.672,-0.00672,7436.623599579053
0.673,-0.006730000000000001,14789.871810062337
0.674,-0.00674,7008.628882013827
0.675,-0.006750000000000001,13104.718252688872
0.676,-0.00676,11419.49544299238
0.677,-0.006770000000000001,14864.36645853786
0.678,-0.0067800000000000004,13531.498858331357
0.679,-0.006790000000000001,11459.037655219658
0.68,-0.0068000000000000005,9131.1901267052
0.681,-0.006810000000000001,11294.82405938477
0.682,-0.0068200000000000005,15653.50804990204
0.683,-0.006830000000000001,13226.658706229111
0.684,-0.006840000000000001,17040.422328680837
0.685,-0.006850000000000001,14408.896424773493
0.686,-0.006860000000000001,9697.259568481217
0.687,-0.006870000000000001,13470.335945845112
0.6880000000000001,-0.006880000000000001,7660.432057307268
0.6890000000000001,-0.00689,10127.660558294672
0.6900000000000001,-0.006900000000000001,7690.047928399631
0.6910000000000001,-0.00691,8941.71243525136
